dealership_address,dealership_city,dealership_name,dealership_state,dealership_zipcode,drivetrain,engine,exterior_color,interior_color,make,mileage,model,model_trim,price,scraped_date,scraped_url,title,transmission,trim,vehicle_type,vin,year
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.5L DOHC 16-Valve I4 -inc: ECO mode,Black,Black,Nissan,100028,Rogue,Rogue AWD 4dr SV,18995,2022-09-12 19:14:57,https://johnsautosales.com/vdp/19199639/Used-2015-Nissan-Rogue-AWD-4dr-SV-for-sale-in-Somerville-MA-02143,2015 Nissan RogueAWD 4dr SV,Automatic,AWD 4dr SV,SUV,5N1AT2MV3FC843030,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC 16-Valve 4-Cylinder,Silver,Black,Nissan,30856,Sentra,Sentra 4dr Sdn I4 CVT FE+ S,12995,2022-09-12 19:14:58,https://johnsautosales.com/vdp/19188908/Used-2014-Nissan-Sentra-4dr-Sdn-I4-CVT-FE-S-for-sale-in-Somerville-MA-02143,2014 Nissan Sentra4dr Sdn I4 CVT FE+ S,Automatic,4dr Sdn I4 CVT FE+ S,Sedan,3N1AB7AP9EY319691,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.6L DOHC 16-Valve 4-Cylinder,White,Black,Nissan,33628,Versa Sedan,Versa Sedan S Manual,12995,2022-09-12 19:14:59,https://johnsautosales.com/vdp/18908843/Used-2019-Nissan-Versa-Sedan-S-Manual-for-sale-in-Somerville-MA-02143,2019 Nissan Versa SedanS Manual,Automatic,S Manual,Sedan,3N1CN7AP6KL827495,2019
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,RWD,Select,Gold,Beige,Oldsmobile,67077,F85,F85 ,8995,2022-09-12 19:15:00,https://johnsautosales.com/vdp/18784686/Used-1962-Oldsmobile-F85-for-sale-in-Somerville-MA-02143,1962 Oldsmobile F85,Automatic,,Convertible,620K02086,1962
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,4.5L DOHC SMPI aluminum twin-turbocharged 32-valve V8 engine,Blue,Tan,Porsche,102404,Cayenne,Cayenne 4dr Turbo Tiptronic,14995,2022-09-12 19:15:01,https://johnsautosales.com/vdp/18894158/Used-2005-Porsche-Cayenne-4dr-Turbo-Tiptronic-for-sale-in-Somerville-MA-02143,2005 Porsche Cayenne4dr Turbo Tiptronic,Automatic,4dr Turbo Tiptronic,SUV,WP1AC29P15LA90724,2005
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,ENGINE: 3.0L V6 ECODIESEL,Red,TAN,RAM,164045,1500,"1500 4WD Crew Cab 140.5"" Laramie",23995,2022-09-12 19:15:01,https://johnsautosales.com/vdp/18704110/Used-2014-RAM-1500-4WD-Crew-Cab-1405-Laramie-for-sale-in-Somerville-MA-02143,"2014 RAM 15004WD Crew Cab 140.5"" Laramie",Automatic,"4WD Crew Cab 140.5"" Laramie",Pickup Truck,1C6RR7NMXES406730,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.5L 4 Cyl DOHC 16V w/VVT -inc: Dual Active Valve Control System (DAVCS) variable valve timing,Black,Gray and Black,Subaru,36608,Forester,Forester 2.5i Sport,31995,2022-09-12 19:15:01,https://johnsautosales.com/vdp/19175462/Used-2019-Subaru-Forester-25i-Sport-for-sale-in-Somerville-MA-02143,2019 Subaru Forester2.5i Sport,Automatic,2.5i Sport,Wagon,JF2SKAKC3KH481416,2019
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,"2.5L DOHC SMPI 16-valve 4-cyl boxer engine -inc: active valve control system (AVCS) variable valve timing, chain-driven camshafts w/auto chain tensioners, tumble generator valves",Gray,Black,Subaru,143968,Outback,Outback 4dr Wgn H4 Auto 2.5i,9995,2022-09-12 19:15:01,https://johnsautosales.com/vdp/19114012/Used-2013-Subaru-Outback-4dr-Wgn-H4-Auto-25i-for-sale-in-Somerville-MA-02143,2013 Subaru Outback4dr Wgn H4 Auto 2.5i,Automatic,4dr Wgn H4 Auto 2.5i,Wagon,4S4BRBAC3D3263683,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.0L DOHC 16V 4-Cylinder -inc: Electronic Throttle Control (ETC),White,Tan,Subaru,82129,Impreza Wagon,Impreza Wagon 5dr CVT 2.0i Sport Premium,17495,2022-09-12 19:15:02,https://johnsautosales.com/vdp/18370576/Used-2016-Subaru-Impreza-Wagon-5dr-CVT-20i-Sport-Premium-for-sale-in-Somerville-MA-02143,2016 Subaru Impreza Wagon5dr CVT 2.0i Sport Premium,Automatic,5dr CVT 2.0i Sport Premium,Wagon,JF1GPAP60GH206723,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.0L 16V DOHC,Blue,Tan,Subaru,106251,XV Crosstrek,XV Crosstrek 5dr Auto 2.0i Premium,15495,2022-09-12 19:15:07,https://johnsautosales.com/vdp/18860189/Used-2014-Subaru-XV-Crosstrek-5dr-Auto-20i-Premium-for-sale-in-Somerville-MA-02143,2014 Subaru XV Crosstrek5dr Auto 2.0i Premium,Automatic,5dr Auto 2.0i Premium,Wagon,JF2GPACC3E8327329,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.4L DOHC SEFI VVTi 16-valve 4-cyl engine-inc: direct ignition,Black,Gray,Toyota,117989,Camry,Camry 4dr Sdn XLE Auto (Natl),7995,2022-09-12 19:15:08,https://johnsautosales.com/vdp/18994379/Used-2005-Toyota-Camry-4dr-Sdn-XLE-Auto-Natl-for-sale-in-Somerville-MA-02143,2005 Toyota Camry4dr Sdn XLE Auto (Natl),Automatic,4dr Sdn XLE Auto (Natl),Sedan,4T1BE32KX5U038082,2005
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,4 Cylinder Engine,Charcoal,Gray,Toyota,105451,Camry,Camry 4dr Sdn I4 Man (Natl),10995,2022-09-12 19:15:09,https://johnsautosales.com/vdp/19133613/Used-2010-Toyota-Camry-4dr-Sdn-I4-Man-Natl-for-sale-in-Somerville-MA-02143,2010 Toyota Camry4dr Sdn I4 Man (Natl),Automatic,4dr Sdn I4 Man (Natl),Sedan,4T4BF3EK4AR009489,2010
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,4 Cylinder Engine,Blue,Gray,Toyota,210272,Camry,Camry 4dr Sdn I4 Man LE (Natl),5995,2022-09-12 19:15:10,https://johnsautosales.com/vdp/18094121/Used-2011-Toyota-Camry-4dr-Sdn-I4-Man-LE-Natl-for-sale-in-Somerville-MA-02143,2011 Toyota Camry4dr Sdn I4 Man LE (Natl),Automatic,4dr Sdn I4 Man LE (Natl),Sedan,4T1BF3EK7BU648512,2011
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.5L I-4 DOHC SMPI,Charcoal,Gray,Toyota,94925,Camry,Camry 4dr Sdn I4 Auto SE w/Special Edition Pkg (Natl),,2022-09-12 19:15:11,https://johnsautosales.com/vdp/19218959/Used-2016-Toyota-Camry-4dr-Sdn-I4-Auto-SE-wSpecial-Edition-Pkg-Natl-for-sale-in-Somerville-MA-02143,2016 Toyota Camry4dr Sdn I4 Auto SE w/Special Edition Pkg (Natl),Automatic,4dr Sdn I4 Auto SE w/Special Edition Pkg (Natl),Sedan,4T1BF1FK6GU122625,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,Charcoal,Gray,Toyota,132377,Corolla,Corolla 4dr Sdn Auto (Natl),8995,2022-09-12 19:15:12,https://johnsautosales.com/vdp/19146410/Used-2009-Toyota-Corolla-4dr-Sdn-Auto-Natl-for-sale-in-Somerville-MA-02143,2009 Toyota Corolla4dr Sdn Auto (Natl),Automatic,4dr Sdn Auto (Natl),Sedan,JTDBL40E499040755,2009
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,White,Gray,Toyota,57097,Corolla,Corolla 4dr Sdn Man (Natl),10995,2022-09-12 19:15:13,https://johnsautosales.com/vdp/19195014/Used-2009-Toyota-Corolla-4dr-Sdn-Man-Natl-for-sale-in-Somerville-MA-02143,2009 Toyota Corolla4dr Sdn Man (Natl),Automatic,4dr Sdn Man (Natl),Sedan,JTDBL40E499071617,2009
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,4.0L DOHC SFI 24-valve V6 engine w/VVT-i,Black,Black,Toyota,130071,FJ Cruiser,FJ Cruiser 4WD 4dr Man (Natl),23995,2022-09-12 19:15:14,https://johnsautosales.com/vdp/19152250/Used-2012-Toyota-FJ-Cruiser-4WD-4dr-Man-Natl-for-sale-in-Somerville-MA-02143,2012 Toyota FJ Cruiser4WD 4dr Man (Natl),Automatic,4WD 4dr Man (Natl),SUV,JTEBU4BF6CK118158,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,3.3L DOHC SFI 24-valve VVT-i V6 engine,Gold,Tan,Toyota,171963,Highlander,Highlander 4dr V6 (Natl),7995,2022-09-12 19:15:15,https://johnsautosales.com/vdp/19082597/Used-2005-Toyota-Highlander-4dr-V6-Natl-for-sale-in-Somerville-MA-02143,2005 Toyota Highlander4dr V6 (Natl),Automatic,4dr V6 (Natl),SUV,JTEDP21A550054560,2005
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,3.5L DOHC 24-valve VVT-i V6 engine,Light Blue,Black,Toyota,103708,Highlander,Highlander 4WD 4dr V6 (Natl),19995,2022-09-12 19:15:16,https://johnsautosales.com/vdp/19199656/Used-2012-Toyota-Highlander-4WD-4dr-V6-Natl-for-sale-in-Somerville-MA-02143,2012 Toyota Highlander4WD 4dr V6 (Natl),Automatic,4WD 4dr V6 (Natl),SUV,5TDBK3EH6CS148870,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,3.5L V6 DOHC 24-Valve VVT-i MPI,Silver,Black,Toyota,72867,Highlander Hybrid,Highlander Hybrid AWD 4dr Limited (Natl),32995,2022-09-12 19:15:17,https://johnsautosales.com/vdp/19155503/Used-2015-Toyota-Highlander-Hybrid-AWD-4dr-Limited-Natl-for-sale-in-Somerville-MA-02143,2015 Toyota Highlander HybridAWD 4dr Limited (Natl),Automatic,AWD 4dr Limited (Natl),SUV,5TDDCRFHXFS012138,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC 16-valve VVT-i Atkinson-cycle I4 hybrid engine,White,Gray,Toyota,141191,Prius,Prius 5dr HB III (Natl),,2022-09-12 19:15:18,https://johnsautosales.com/vdp/19218960/Used-2010-Toyota-Prius-5dr-HB-III-Natl-for-sale-in-Somerville-MA-02143,2010 Toyota Prius5dr HB III (Natl),Automatic,5dr HB III (Natl),Hatchback,JTDKN3DU4A5092596,2010
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC 16-valve VVT-i Atkinson-cycle I4 hybrid engine,Silver,Gray,Toyota,120188,Prius,Prius 5dr HB Persona (Natl),15495,2022-09-12 19:15:19,https://johnsautosales.com/vdp/19123528/Used-2013-Toyota-Prius-5dr-HB-Persona-Natl-for-sale-in-Somerville-MA-02143,2013 Toyota Prius5dr HB Persona (Natl),Automatic,5dr HB Persona (Natl),Hatchback,JTDKN3DU9D0355442,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,AWD,2.5L DOHC 4-Cylinder w/Dual VVT-i,Black,Black,Toyota,128940,RAV4,RAV4 AWD 4dr XLE (Natl),18995,2022-09-12 19:15:20,https://johnsautosales.com/vdp/18799723/Used-2015-Toyota-RAV4-AWD-4dr-XLE-Natl-for-sale-in-Somerville-MA-02143,2015 Toyota RAV4AWD 4dr XLE (Natl),Automatic,AWD 4dr XLE (Natl),SUV,2T3RFREV1FW377391,2015
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,3.5L DOHC 24-valve V6 engine,Red,Gray,Toyota,110350,Sienna,Sienna 5dr 7-Pass Van V6 LE FWD (Natl),15995,2022-09-12 19:15:21,https://johnsautosales.com/vdp/19133595/Used-2013-Toyota-Sienna-5dr-7Pass-Van-V6-LE-FWD-Natl-for-sale-in-Somerville-MA-02143,2013 Toyota Sienna5dr 7-Pass Van V6 LE FWD (Natl),Automatic,5dr 7-Pass Van V6 LE FWD (Natl),Van-Minivan,5TDKK3DC2DS354064,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,4.0L V6 DOHC EFI 24-Valve -inc: aluminum block and alloy head w/VVT-i,Silver,Gray,Toyota,114024,Tacoma,Tacoma 4WD Double Cab V6 MT (Natl),23495,2022-09-12 19:15:22,https://johnsautosales.com/vdp/18500266/Used-2014-Toyota-Tacoma-4WD-Double-Cab-V6-MT-Natl-for-sale-in-Somerville-MA-02143,2014 Toyota Tacoma4WD Double Cab V6 MT (Natl),Automatic,4WD Double Cab V6 MT (Natl),Truck,3TMLU4EN4EM153823,2014
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,4.7L DOHC SEFI 32-valve i-Force V8 engine w/VVT-i,Silver,Gray,Toyota,202029,Tundra,Tundra DoubleCab V8 SR5 4WD (Natl),10995,2022-09-12 19:15:23,https://johnsautosales.com/vdp/19013430/Used-2006-Toyota-Tundra-DoubleCab-V8-SR5-4WD-Natl-for-sale-in-Somerville-MA-02143,2006 Toyota TundraDoubleCab V8 SR5 4WD (Natl),Automatic,DoubleCab V8 SR5 4WD (Natl),Pickup Truck,5TBDT44116S527840,2006
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,4.7L DOHC SEFI 32-valve i-Force V8 engine w/VVT-i,Gold,Tan,Toyota,149302,Tundra,Tundra DoubleCab V8 SR5 4WD (Natl),11995,2022-09-12 19:15:24,https://johnsautosales.com/vdp/19164837/Used-2006-Toyota-Tundra-DoubleCab-V8-SR5-4WD-Natl-for-sale-in-Somerville-MA-02143,2006 Toyota TundraDoubleCab V8 SR5 4WD (Natl),Automatic,DoubleCab V8 SR5 4WD (Natl),Pickup Truck,5TBDT44176S524778,2006
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,4WD,"4.6L DOHC 32-valve i-Force V8 engine -inc: dual independent variable valve timing w/intelligence, acoustically controlled induction",Charcoal,Gray,Toyota,159851,Tundra 4WD Truck,Tundra 4WD Truck Double Cab 4.6L V8 6-Spd AT (Natl),15995,2022-09-12 19:15:25,https://johnsautosales.com/vdp/19160164/Used-2012-Toyota-Tundra-4WD-Truck-Double-Cab-46L-V8-6Spd-AT-Natl-for-sale-in-Somerville-MA-02143,2012 Toyota Tundra 4WD TruckDouble Cab 4.6L V8 6-Spd AT (Natl),Automatic,Double Cab 4.6L V8 6-Spd AT (Natl),Pickup Truck,5TFUM5F15CX035969,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L DOHC FSI 16-valve turbocharged I4 engine,White,Black,Volkswagen,83043,GTI,GTI 4dr HB DSG w/Conv & Sunroof,16995,2022-09-12 19:15:26,https://johnsautosales.com/vdp/19163999/Used-2012-Volkswagen-GTI-4dr-HB-DSG-wConv-Sunroof-for-sale-in-Somerville-MA-02143,2012 Volkswagen GTI4dr HB DSG w/Conv & Sunroof,Automatic,4dr HB DSG w/Conv & Sunroof,Hatchback,WVWHV7AJ6CW259565,2012
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L DOHC FSI 16-valve turbocharged I4 engine,White,GRAY,Volkswagen,92670,GTI,GTI 4dr HB Man w/Sunroof & Navi PZEV *Ltd Avail*,16995,2022-09-12 19:15:27,https://johnsautosales.com/vdp/19013407/Used-2013-Volkswagen-GTI-4dr-HB-Man-wSunroof-Navi-PZEV-Ltd-Avail-for-sale-in-Somerville-MA-02143,2013 Volkswagen GTI4dr HB Man w/Sunroof & Navi PZEV *Ltd Avail*,Automatic,4dr HB Man w/Sunroof & Navi PZEV *Ltd Avail*,Hatchback,WVWGD7AJ5DW017740,2013
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L TSI I-4 DOHC 16-Valve Turbocharged,Charcoal,Gray,Volkswagen,78888,Golf GTI,Golf GTI 2dr HB Man S,19495,2022-09-12 19:15:27,https://johnsautosales.com/vdp/18971691/Used-2016-Volkswagen-Golf-GTI-2dr-HB-Man-S-for-sale-in-Somerville-MA-02143,2016 Volkswagen Golf GTI2dr HB Man S,5 Speed,2dr HB Man S,Hatchback,3VWYT7AU4GM029168,2016
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,"1.4L TSI I-4 Turbocharged -inc: DOHC 16-valve, direct fuel injection",Black,Black,Volkswagen,16613,Jetta,Jetta R-Line Auto w/SULEV,23995,2022-09-12 19:15:27,https://johnsautosales.com/vdp/19140674/Used-2019-Volkswagen-Jetta-RLine-Auto-wSULEV-for-sale-in-Somerville-MA-02143,2019 Volkswagen JettaR-Line Auto w/SULEV,Automatic,R-Line Auto w/SULEV,Sedan,3VWC57BU6KM261718,2019
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.5L DOHC SMPI 20-valve I5 engine,Gold,Tan,Volkswagen,74695,Jetta Sedan A5,Jetta Sedan A5 4dr 2.5L Auto,8995,2022-09-12 19:15:30,https://johnsautosales.com/vdp/19180575/Used-2005-Volkswagen-Jetta-Sedan-A5-4dr-25L-Auto-for-sale-in-Somerville-MA-02143,2005 Volkswagen Jetta Sedan A54dr 2.5L Auto,Automatic,4dr 2.5L Auto,Sedan,3VWSF71KX5M611607,2005
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L SOHC SMPI I4 engine,Silver,Black,Volkswagen,113662,New Beetle Convertible,New Beetle Convertible 2dr Convertible GLS Auto,8995,2022-09-12 19:15:31,https://johnsautosales.com/vdp/18931455/Used-2004-Volkswagen-New-Beetle-Convertible-2dr-Convertible-GLS-Auto-for-sale-in-Somerville-MA-02143,2004 Volkswagen New Beetle Convertible2dr Convertible GLS Auto,Automatic,2dr Convertible GLS Auto,Convertible,3VWCM31Y44M352778,2004
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,1.8L DOHC SMPI 20-valve I4 turbocharged engine,Light Green,Black,Volkswagen,89043,New Beetle Convertible,New Beetle Convertible 2dr Convertible GLS Turbo Auto,8995,2022-09-12 19:15:31,https://johnsautosales.com/vdp/19128089/Used-2004-Volkswagen-New-Beetle-Convertible-2dr-Convertible-GLS-Turbo-Auto-for-sale-in-Somerville-MA-02143,2004 Volkswagen New Beetle Convertible2dr Convertible GLS Turbo Auto,Automatic,2dr Convertible GLS Turbo Auto,Convertible,3VWCD21Y64M304435,2004
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.5L DOHC EFI I5 engine,Yellow,Black,Volkswagen,142313,New Beetle Convertible,New Beetle Convertible 2dr 2.5L Auto,7995,2022-09-12 19:15:32,https://johnsautosales.com/vdp/18824751/Used-2006-Volkswagen-New-Beetle-Convertible-2dr-25L-Auto-for-sale-in-Somerville-MA-02143,2006 Volkswagen New Beetle Convertible2dr 2.5L Auto,Automatic,2dr 2.5L Auto,Convertible,3VWRF31Y16M306266,2006
181 Somerville Avenue,Somerville,Johns Auto Sales,MA,02143,FWD,2.0L SOHC SMPI I4 engine,Silver,Black,Volkswagen,61212,New Beetle Convertible,New Beetle Convertible 2dr Convertible GLS Auto,8995,2022-09-12 19:15:32,https://johnsautosales.com/vdp/19099932/Used-2004-Volkswagen-New-Beetle-Convertible-2dr-Convertible-GLS-Auto-for-sale-in-Somerville-MA-02143,2004 Volkswagen New Beetle Convertible2dr Convertible GLS Auto,5 Speed,2dr Convertible GLS Auto,Convertible,3VWCM21Y04M308027,2004
